,Unnamed: 0,id,object_name,chain,object_type,address,number,coordinates,street,address_list,region
6109,6109,115556,черемуха,нет,кафе,"город Москва, Профсоюзная улица, дом 56",56,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6110,6110,23956,русагрохолдинг,нет,кафе,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6111,6111,23949,система бит 2000,нет,кафе,"город Москва, Профсоюзная улица, дом 61А",75,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6112,6112,27140,технологии ресторанного бизнеса,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",70,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6113,6113,27193,максимальный ресторан,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6114,6114,26326,москва - макдоналдс,да,ресторан,"город Москва, Профсоюзная улица, дом 61А",70,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6115,6115,20688,гамма лайт,нет,бар,"город Москва, Профсоюзная улица, дом 61А",50,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6116,6116,20410,сердолик-ю,нет,бар,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6117,6117,89735,макдоналдс,да,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6118,6118,89841,крошка картошка,да,кафе,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
6130,6130,125159,кафе «пассаж»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, строение 7",24,"37.518587,55.633592",Профсоюзная улица,,район Тёплый Стан
